,word,frequency,n_characters,romanized_form
滅絕,滅絕,2,6,mièjué
優異,優異,2,5,yōuyì
產,產,1,4,chǎn
愛爾蘭海,愛爾蘭海,4,10,àiěrlánhǎi
龍利魚,龍利魚,3,8,lónglìyú
比目魚,比目魚,3,6,bǐmùyú
鰈魚,鰈魚,2,5,diéyú
明太魚,明太魚,3,9,míngtàiyú
共處,共處,2,7,gòngchù
聲明,聲明,2,9,shēngmíng
購物,購物,2,5,gòuwù
古希臘,古希臘,3,6,gǔxīlà
集市,集市,2,5,jíshì
受邀,受邀,2,7,shòuyāo
成見,成見,2,9,chéngjiàn
分歧,分歧,2,5,fēnqí
擯除,擯除,2,6,bìnchú
李,李,1,2,lǐ
博士,博士,2,5,bóshì
厭惡,厭惡,2,4,yànè
意思,意思,2,4,yìsī
下配,下配,2,6,xiàpèi
貝靈漢,貝靈漢,3,10,bèilínghàn
麻煩,麻煩,2,5,máfán
檳榔樹,檳榔樹,3,10,bīnlángshù
樹皮,樹皮,2,5,shùpí
葉,葉,1,2,yè
活蟾蜍,活蟾蜍,3,10,huóchánchú
鯰魚,鯰魚,2,6,niányú
鷹派,鷹派,2,7,yīngpài
向來,向來,2,8,xiànglái
動盪,動盪,2,8,dòngdàng
立刻,立刻,2,4,lìkè
誓言,誓言,2,6,shìyán
牽涉,牽涉,2,7,qiānshè
立法會,立法會,3,7,lìfǎhuì
議員,議員,2,6,yìyuán
高昂,高昂,2,6,gāoáng
戰意,戰意,2,6,zhànyì
賽,賽,1,3,sài
宣誓,宣誓,2,7,xuānshì
親,親,1,3,qīn
立法者,立法者,3,7,lìfǎzhě
就任,就任,2,6,jiùrèn
防止,防止,2,7,fángzhǐ
市內,市內,2,6,shìnèi
癱瘓,癱瘓,2,7,tānhuàn
傾向,傾向,2,9,qīngxiàng
水牛,水牛,2,7,shuǐniú
美味,美味,2,6,měiwèi
敲輪員,敲輪員,3,11,qiāolúnyuán
遇上,遇上,2,7,yùshàng
密碼,密碼,2,4,mìmǎ
嚴刑,嚴刑,2,7,yánxíng
尖塔,尖塔,2,6,jiāntǎ
閃,閃,1,4,shǎn
帽子,帽子,2,5,màozi
守衛,守衛,2,7,shǒuwèi
民意,民意,2,5,mínyì
厭戰,厭戰,2,7,yànzhàn
站台,站台,2,7,zhàntái
沿著,沿著,2,6,yánzhù
蛹,蛹,1,4,yǒng
錘子,錘子,2,6,chuízi
輕輕,輕輕,2,8,qīngqīng
敲擊,敲擊,2,6,qiāojī
起落架,起落架,3,8,qǐluòjià
逛,逛,1,5,guàng
早市,早市,2,6,zǎoshì
著稱,著稱,2,8,zhùchēng
棒棒糖,棒棒糖,3,12,bàngbàngtáng
黃蜂繭,黃蜂繭,3,13,huángfēngjiǎn
普遍,普遍,2,6,pǔbiàn
捕撈,捕撈,2,5,bǔlāo
總局,總局,2,6,zǒngjú
哈佛,哈佛,2,4,hāfú
越多,越多,2,6,yuèduō
畢業生,畢業生,3,9,bìyèshēng
成就展,成就展,3,12,chéngjiùzhǎn
發掘,發掘,2,5,fājué
拿到,拿到,2,5,nádào
法蘭克,法蘭克,3,7,fǎlánkè
模特,模特,2,4,mótè
大笑,大笑,2,6,dàxiào
理所當然,理所當然,4,12,lǐsuǒdāngrán
辦公室,辦公室,3,10,bàngōngshì
景觀,景觀,2,8,jǐngguān
有利,有利,2,5,yǒulì
免費,免費,2,7,miǎnfèi
一點點,一點點,3,10,yīdiǎndiǎn
溫特,溫特,2,5,wēntè
返現,返現,2,7,fǎnxiàn
一會,一會,2,5,yīhuì
拍到,拍到,2,6,pāidào
采訪,采訪,2,7,cǎifǎng
戴上,戴上,2,8,dàishàng
樂購,樂購,2,5,lègòu
眼鏡,眼鏡,2,7,yǎnjìng
北安普頓,北安普頓,4,10,běiānpǔdùn
五彩繽紛,五彩繽紛,4,11,wǔcǎibīnfēn
持卡人,持卡人,3,8,chíkǎrén
自尊,自尊,2,5,zìzūn
陽光,陽光,2,9,yángguāng
抗爭,抗爭,2,9,kàngzhēng
酸雨雲,酸雨雲,3,9,suānyǔyún
聽到,聽到,2,7,tīngdào
噪音,噪音,2,6,zàoyīn
煩躁,煩躁,2,6,fánzào
可怕,可怕,2,4,kěpà
洛克,洛克,2,5,luòkè
快進,快進,2,7,kuàijìn
土壤,土壤,2,6,tǔrǎng
有意,有意,2,5,yǒuyì
呼吸,呼吸,2,4,hūxī
充斥,充斥,2,8,chōngchì
復古味,復古味,3,7,fùgǔwèi
陶醉,陶醉,2,6,táozuì
圖案,圖案,2,4,túàn
硫,硫,1,3,liú
搬到,搬到,2,6,bāndào
利率,利率,2,4,lìlǜ
貸款,貸款,2,7,dàikuǎn
珠寶,珠寶,2,6,zhūbǎo
越野賽,越野賽,3,8,yuèyěsài
越,越,1,3,yuè
商,商,1,5,shāng
把玩,把玩,2,5,bǎwán
艾弗里,艾弗里,3,6,àifúlǐ
克,克,1,2,kè
帕克漢姆,帕克漢姆,4,9,pàkèhànmǔ
錯,錯,1,3,cuò
那麽,那麽,2,4,nàmó
甚麽,甚麽,2,6,shènmó
中午,中午,2,7,zhōngwǔ
摩洛哥,摩洛哥,3,7,móluògē
日程,日程,2,7,rìchéng
屆時,屆時,2,6,jièshí
發達,發達,2,4,fādá
相互,相互,2,7,xiānghù
抱負,抱負,2,5,bàofù
川普,川普,2,7,chuānpǔ
提問,提問,2,5,tíwèn
唐納,唐納,2,6,tángnà
訴訟,訴訟,2,6,sùsòng
做到,做到,2,6,zuòdào
學歷,學歷,2,5,xuélì
歧視者,歧視者,3,8,qíshìzhě
作者,作者,2,6,zuòzhě
請願書,請願書,3,11,qǐngyuànshū
諾特,諾特,2,5,nuòtè
足夠,足夠,2,5,zúgòu
勞工,勞工,2,7,láogōng
理由,理由,2,5,lǐyóu
天真,天真,2,8,tiānzhēn
最壞,最壞,2,7,zuìhuài
射擊場,射擊場,3,10,shèjīchǎng
藉機,藉機,2,4,jíjī
推卸,推卸,2,6,tuīxiè
政策部,政策部,3,9,zhèngcèbù
傑夫,傑夫,2,5,jiéfū
總指揮,總指揮,3,10,zǒngzhǐhuī
禁令,禁令,2,7,jìnlìng
授權,授權,2,8,shòuquán
借貸,借貸,2,6,jièdài
信貸,信貸,2,6,xìndài
鳥類,鳥類,2,7,niǎolèi
合格,合格,2,4,hégé
極其,極其,2,4,jíqí
領導人們,領導人們,4,13,lǐngdǎorénmen
錦標,錦標,2,7,jǐnbiāo
防備,防備,2,7,fángbèi
波,波,1,2,bō
場面,場面,2,9,chǎngmiàn
除非,除非,2,6,chúfēi
參賽,參賽,2,6,cānsài
根本性,根本性,3,10,gēnběnxìng
沃爾瑪爾,沃爾瑪爾,4,8,wòěrmǎěr
垃圾,垃圾,2,4,lājī
排入,排入,2,5,páirù
克里斯蒂安,克里斯蒂安,5,10,kèlǐsīdìān
海裡,海裡,2,5,hǎilǐ
塑料,塑料,2,6,sùliào
魚,魚,1,2,yú
納稅人,納稅人,3,9,nàshuìrén
懷念,懷念,2,8,huáiniàn
艱難,艱難,2,7,jiānnán
以北,以北,2,5,yǐběi
保健署,保健署,3,10,bǎojiànshǔ
克斯蒂文,克斯蒂文,4,9,kèsīdìwén
敦促,敦促,2,5,dūncù
成年人,成年人,3,12,chéngniánrén
眼前,眼前,2,7,yǎnqián
受傷,受傷,2,9,shòushāng
低估,低估,2,4,dīgū
冬天,冬天,2,8,dōngtiān
寒冷,寒冷,2,7,hánlěng
富裕,富裕,2,4,fùyù
刺激,刺激,2,4,cìjī
薩拉,薩拉,2,4,sàlā
高收益型,高收益型,4,13,gāoshōuyìxíng
分居,分居,2,5,fēnjū
英傑華,英傑華,3,10,yīngjiéhuá
黨鞭,黨鞭,2,8,dǎngbiān
收益型,收益型,3,10,shōuyìxíng
清理,清理,2,6,qīnglǐ
資產,資產,2,6,zīchǎn
貶值,貶值,2,7,biǎnzhí
獲利,獲利,2,5,huòlì
阿迪達斯,阿迪達斯,4,7,ādídásī
漂浮,漂浮,2,6,piāofú
各地,各地,2,4,gèdì
廢料,廢料,2,7,fèiliào
鞋子,鞋子,2,5,xiézi
奧爾尼,奧爾尼,3,6,àoěrní
週六,週六,2,7,zhōuliù
戰斗,戰斗,2,7,zhàndòu
投到,投到,2,6,tóudào
冷戰,冷戰,2,8,lěngzhàn
從事,從事,2,7,cóngshì
時事,時事,2,6,shíshì
放下,放下,2,7,fàngxià
麥克風,麥克風,3,9,màikèfēng
拍,拍,1,3,pāi
每幅,每幅,2,5,měifú
劇情片,劇情片,3,10,jùqíngpiàn
電影院,電影院,3,12,diànyǐngyuàn
瞭,瞭,1,4,liǎo
巨變,巨變,2,6,jùbiàn
愛麗絲,愛麗絲,3,6,àilìsī
好萊塢,好萊塢,3,8,hǎoláiwù
疏遠,疏遠,2,7,shūyuǎn
字源,字源,2,6,zìyuán
探究,探究,2,6,tànjiū
著手,著手,2,7,zhùshǒu
沈重,沈重,2,9,shěnzhòng
通信,通信,2,7,tōngxìn
電郵,電郵,2,7,diànyóu
平衡,平衡,2,8,pínghéng
和藹可親,和藹可親,4,9,héǎikěqīn
含蓄,含蓄,2,5,hánxù
數十,數十,2,6,shùshí
精彩,精彩,2,7,jīngcǎi
院校,院校,2,8,yuànxiào
國防部,國防部,3,9,guófángbù
考試,考試,2,6,kǎoshì
馬拉,馬拉,2,4,mǎlā
薩德,薩德,2,4,sàdé
精神病,精神病,3,12,jīngshénbìng
裙子,裙子,2,5,qúnzi
現代化,現代化,3,10,xiàndàihuà
精力,精力,2,6,jīnglì
展出,展出,2,7,zhǎnchū
格倫達,格倫達,3,7,gélúndá
衝擊波,衝擊波,3,9,chōngjībō
吼聲,吼聲,2,8,hǒushēng
對峙,對峙,2,6,duìzhì
脖子,脖子,2,4,bózi
前伸,前伸,2,8,qiánshēn
青筋,青筋,2,7,qīngjīn
暴起,暴起,2,5,bàoqǐ
手,手,1,4,shǒu
抖動,抖動,2,7,dǒudòng
挑剔,挑剔,2,6,tiāotī
緊隨,緊隨,2,6,jǐnsuí
成群結隊,成群結隊,4,14,chéngqúnjiéduì
橄欖球,橄欖球,3,9,gǎnlǎnqiú
非洲人,非洲人,3,10,fēizhōurén
對打,對打,2,5,duìdǎ
情景,情景,2,8,qíngjǐng
失常,失常,2,8,shīcháng
戴維斯盃,戴維斯盃,4,11,dàiwéisībēi
溫柔,溫柔,2,6,wēnróu
強硬,強硬,2,9,qiángyìng
負擔,負擔,2,5,fùdān
霍普利,霍普利,3,7,huòpǔlì
風險,風險,2,8,fēngxiǎn
飆升,飆升,2,9,biāoshēng
具備,具備,2,5,jùbèi
無路,無路,2,4,wúlù
數百億,數百億,3,8,shùbǎiyì
彌補,彌補,2,4,míbǔ
執行官,執行官,3,11,zhíxíngguān
裂痕,裂痕,2,6,lièhén
神壇,神壇,2,7,shéntán
難道,難道,2,6,nándào
帕爾雷,帕爾雷,3,7,pàěrléi
伯諾瓦,伯諾瓦,3,7,bónuòwǎ
小球,小球,2,7,xiǎoqiú
安德魯,安德魯,3,6,āndélǔ
馬,馬,1,2,mǎ
坦白,坦白,2,6,tǎnbái
彈去,彈去,2,5,dànqù
彈來,彈來,2,6,dànlái
在此,在此,2,5,zàicǐ
終結,終結,2,8,zhōngjié
杯子,杯子,2,5,bēizi
朝上,朝上,2,9,cháoshàng
連,連,1,4,lián
弱項,弱項,2,8,ruòxiàng
圍,圍,1,3,wéi
主場,主場,2,8,zhǔchǎng
沖,沖,1,5,chōng
寧願,寧願,2,8,níngyuàn
乘風破浪,乘風破浪,4,15,chéngfēngpòlàng
很棒,很棒,2,7,hěnbàng
蒙特卡羅,蒙特卡羅,4,11,méngtèkǎluó
澳大利亞隊,澳大利亞隊,5,11,àodàlìyàduì
欣喜,欣喜,2,5,xīnxǐ
投資者們,投資者們,4,11,tóuzīzhěmen
克里斯,克里斯,3,6,kèlǐsī
久遠,久遠,2,7,jiǔyuǎn
昂貴,昂貴,2,6,ángguì
預付款,預付款,3,8,yùfùkuǎn
收費制,收費制,3,10,shōufèizhì
運氣,運氣,2,5,yùnqì
不差,不差,2,5,bùchà
維加,維加,2,6,wéijiā
有望,有望,2,7,yǒuwàng
船上,船上,2,10,chuánshàng
有獎,有獎,2,8,yǒujiǎng
債券獎,債券獎,3,13,zhàiquànjiǎng
普通,普通,2,6,pǔtōng
怒不可遏,怒不可遏,4,7,nùbùkěè
區別,區別,2,5,qūbié
溢價,溢價,2,5,yìjià
實在,實在,2,6,shízài
處之泰然,處之泰然,4,12,chùzhītàirán
籌募,籌募,2,6,chóumù
仁慈,仁慈,2,5,réncí
固定,固定,2,6,gùdìng
其實,其實,2,5,qíshí
製造廠,製造廠,3,11,zhìzàochǎng
緬懷帖,緬懷帖,3,11,miǎnhuáitiē
赫伯特,赫伯特,3,6,hèbótè
迪斯,迪斯,2,4,dísī
提拔,提拔,2,4,tíbá
電台,電台,2,7,diàntái
脫,脫,1,3,tuō
收縮,收縮,2,7,shōusuō
布什,布什,2,6,bùshén
德里,德里,2,4,délǐ
樂觀,樂觀,2,6,lèguān
電站,電站,2,8,diànzhàn
零售,零售,2,8,língshòu
批發,批發,2,4,pīfā
燃煤,燃煤,2,6,ránméi
受限,受限,2,8,shòuxiàn
赤字,赤字,2,5,chìzì
城內,城內,2,8,chéngnèi
巴達爾普爾,巴達爾普爾,5,10,bādáěrpǔěr
用量,用量,2,9,yòngliàng
女孩們,女孩們,3,8,nǚháimen
大流士,大流士,3,8,dàliúshì
交警,交警,2,8,jiāojǐng
議程,議程,2,7,yìchéng
撰寫,撰寫,2,8,zhuànxiě
現有,現有,2,7,xiànyǒu
學術,學術,2,6,xuéshù
一道,一道,2,5,yīdào
讚揚,讚揚,2,7,zànyáng
後勤,後勤,2,6,hòuqín
維持,維持,2,6,wéichí
長時間,長時間,3,12,zhǎngshíjiān
攻城戰,攻城戰,3,13,gōngchéngzhàn
試驗,試驗,2,6,shìyàn
右肺,右肺,2,6,yòufèi
掃描,掃描,2,7,sǎomiáo
身處,身處,2,7,shēnchù
阿穆魯,阿穆魯,3,5,āmùlǔ
醫院,醫院,2,6,yīyuàn
圖尼普,圖尼普,3,6,túnípǔ
劍橋,劍橋,2,8,jiànqiáo
暴露,暴露,2,5,bàolù
不慌不忙,不慌不忙,4,13,bùhuāngbùmáng
穿上,穿上,2,10,chuānshàng
盔甲,盔甲,2,6,kuījiǎ
布雷斯特德,布雷斯特德,5,11,bùléisītèdé
維護,維護,2,5,wéihù
詩文,詩文,2,6,shīwén
戰術,戰術,2,7,zhànshù
野餐區,野餐區,3,7,yěcānqū
長凳,長凳,2,9,zhǎngdèng
小徑,小徑,2,8,xiǎojìng
刺傷,刺傷,2,7,cìshāng
開闊,開闊,2,6,kāikuò
空間,空間,2,8,kōngjiān
居民,居民,2,5,jūmín
福利,福利,2,4,fúlì
無家可歸,無家可歸,4,10,wújiākěguī
袁,袁,1,4,yuán
世凱,世凱,2,6,shìkǎi
新共和國,新共和國,4,12,xīngònghéguó
繼承者,繼承者,3,10,jìchéngzhě
順從,順從,2,8,shùncóng
失效,失效,2,7,shīxiào
前外蒙古,前外蒙古,4,13,qiánwàiménggǔ
大小,大小,2,6,dàxiǎo
匆忙,匆忙,2,8,cōngmáng
抓捕,抓捕,2,6,zhuābǔ
延長,延長,2,8,yánzhǎng
特魯多,特魯多,3,7,tèlǔduō
二世,二世,2,5,èrshì
犯,犯,1,3,fàn
膀胱,膀胱,2,9,pángguāng
安提帕斯,安提帕斯,4,8,āntípàsī
數目,數目,2,5,shùmù
結婚,結婚,2,6,jiéhūn
通,通,1,4,tōng
新法蘭西,新法蘭西,4,10,xīnfǎlánxī
尚,尚,1,5,shàng
較舊,較舊,2,7,jiàojiù
堡壘,堡壘,2,6,bǎolěi
融合,融合,2,6,rónghé
機制,機制,2,5,jīzhì
拉丁姆,拉丁姆,3,8,lādīngmǔ
每首,每首,2,7,měishǒu
詩歌,詩歌,2,5,shīgē
後世,後世,2,6,hòushì
根深蒂固,根深蒂固,4,11,gēnshēndìgù
史學家,史學家,3,9,shǐxuéjiā
小步,小步,2,6,xiǎobù
特洛伊,特洛伊,3,7,tèluòyī
原型,原型,2,8,yuánxíng
預言,預言,2,5,yùyán
度過,度過,2,5,dùguò
平淡無奇,平淡無奇,4,11,píngdànwúqí
死去,死去,2,4,sǐqù
漫長,漫長,2,8,mànzhǎng
英年,英年,2,8,yīngnián
遮擋,遮擋,2,7,zhēdǎng
煙霧,煙霧,2,5,yānwù
云層,云層,2,7,yúncéng
吸煙,吸煙,2,5,xīyān
年份,年份,2,7,niánfèn
仍是,仍是,2,7,réngshì
突變,突變,2,6,tūbiàn
耶路撒冷,耶路撒冷,4,10,yélùsālěng
彼拉多,彼拉多,3,7,bǐlāduō
總數,總數,2,7,zǒngshù
耶穌,耶穌,2,4,yésū
審訊,審訊,2,7,shěnxùn
新約,新約,2,6,xīnyuē
記載,記載,2,5,jìzài
成因,成因,2,8,chéngyīn
若,若,1,3,ruò
十七,十七,2,5,shíqī
科林斯,科林斯,3,7,kēlínsī
癌症,癌症,2,7,áizhèng
當年,當年,2,8,dāngnián
引入,引入,2,5,yǐnrù
特殊,特殊,2,5,tèshū
閏月,閏月,2,6,rùnyuè
牛頓,牛頓,2,6,niúdùn
兩千,兩千,2,9,liǎngqiān
月相,月相,2,8,yuèxiàng
鄉村,鄉村,2,8,xiāngcūn
低水平,低水平,3,10,dīshuǐpíng
阿伯茨福德,阿伯茨福德,5,9,ābócífúdé
加工,加工,2,7,jiāgōng
彈入,彈入,2,5,dànrù
連鎖,連鎖,2,7,liánsuǒ
日益,日益,2,4,rìyì
肥胖,肥胖,2,7,féipàng
罰款,罰款,2,6,fákuǎn
少見,少見,2,8,shǎojiàn
天數,天數,2,7,tiānshù
開羅,開羅,2,6,kāiluó
達,達,1,2,dá
五十萬,五十萬,3,8,wǔshíwàn
執法,執法,2,5,zhífǎ
尼羅,尼羅,2,5,níluó
河,河,1,2,hé
額外,額外,2,4,éwài
促進,促進,2,5,cùjìn
傑濟拉島,傑濟拉島,4,10,jiéjìlādǎo
海濱,海濱,2,6,hǎibīn
內華達州,內華達州,4,12,nèihuádázhōu
輸出,輸出,2,6,shūchū
旅遊業,旅遊業,3,7,lǚyóuyè
礦業,礦業,2,7,kuàngyè
機械,機械,2,5,jīxiè
加工業,加工業,3,9,jiāgōngyè
擊中,擊中,2,7,jīzhōng
壯大,壯大,2,8,zhuàngdà
降落,降落,2,8,jiàngluò
塵埃,塵埃,2,6,chénāi
水道,水道,2,7,shuǐdào
污水池,污水池,3,9,wūshuǐchí
大市長,大市長,3,10,dàshìzhǎng
非同尋常,非同尋常,4,15,fēitóngxúncháng
保護年,保護年,3,9,bǎohùnián
發出,發出,2,5,fāchū
植被,植被,2,6,zhíbèi
階級,階級,2,5,jiējí
吹走,吹走,2,7,chuīzǒu
氣流,氣流,2,5,qìliú
風,風,1,4,fēng
吹拂,吹拂,2,6,chuīfú
裸露,裸露,2,5,luǒlù
細微,細微,2,5,xìwēi
中產,中產,2,9,zhōngchǎn
顫動,顫動,2,8,chàndòng
風速,風速,2,6,fēngsù
變快,變快,2,8,biànkuài
某些,某些,2,6,mǒuxiē
帶入,帶入,2,5,dàirù
印刷,印刷,2,7,yìnshuā
西班牙詞,西班牙詞,4,9,xībānyácí
早前,早前,2,7,zǎoqián
联系,联系,2,6,liánxì
開普敦市,開普敦市,4,11,kāipǔdūnshì
阿伯茲福德,阿伯茲福德,5,9,ābózīfúdé
短文,短文,2,7,duǎnwén
水下,水下,2,7,shuǐxià
生動,生動,2,9,shēngdòng
海床,海床,2,9,hǎichuáng
機密,機密,2,4,jīmì
布魯克斯,布魯克斯,4,8,bùlǔkèsī
幾近,幾近,2,5,jǐjìn
確切,確切,2,6,quèqiè
手稿,手稿,2,7,shǒugǎo
發給,發給,2,5,fāgěi
推廣,推廣,2,8,tuīguǎng
行踪,行踪,2,8,xíngzōng
化學,化學,2,6,huàxué
普羅,普羅,2,5,pǔluó
恭愍王,恭愍王,3,11,gōngmǐnwáng
高麗,高麗,2,5,gāolì
犯罪,犯罪,2,6,fànzuì
元朝,元朝,2,8,yuáncháo
瓦解,瓦解,2,5,wǎjiě
南韓,南韓,2,6,nánhán
開普敦,開普敦,3,8,kāipǔdūn
蠶食,蠶食,2,6,cánshí
海域,海域,2,5,hǎiyù
到訪,到訪,2,7,dàofǎng
命名,命名,2,8,mìngmíng
省內,省內,2,8,shěngnèi
代理商,代理商,3,10,dàilǐshāng
共通,共通,2,8,gòngtōng
代名詞,代名詞,3,9,dàimíngcí
頭個,頭個,2,5,tóugè
懲罰,懲罰,2,7,chéngfá
經紀人,經紀人,3,9,jīngjìrén
加勒比,加勒比,3,8,jiālēibǐ
南邊,南邊,2,7,nánbiān
出席,出席,2,5,chūxí
北邊,北邊,2,7,běibiān
牢房,牢房,2,7,láofáng
走出,走出,2,6,zǒuchū
情願,情願,2,8,qíngyuàn
哥倫布,哥倫布,3,7,gēlúnbù
海路,海路,2,5,hǎilù
沉默寡言,沉默寡言,4,12,chénmòguǎyán
駛入,駛入,2,5,shǐrù
早逝,早逝,2,6,zǎoshì
永世,永世,2,7,yǒngshì
司令官,司令官,3,10,sīlìngguān
同情心,同情心,3,11,tóngqíngxīn
髮指,髮指,2,5,fàzhǐ
遞交,遞交,2,6,dìjiāo
請願,請願,2,8,qǐngyuàn
餘部,餘部,2,4,yúbù
中止,中止,2,8,zhōngzhǐ
狂熱,狂熱,2,7,kuángrè
頭條,頭條,2,7,tóutiáo
大大,大大,2,4,dàdà
部署,部署,2,5,bùshǔ
兵力,兵力,2,6,bīnglì
吞併,吞併,2,7,tūnbìng
克里米亞,克里米亞,4,8,kèlǐmǐyà
天文台,天文台,3,10,tiānwéntái
鮑爾,鮑爾,2,5,bàoěr
中間,中間,2,9,zhōngjiān
順便,順便,2,8,shùnbiàn
升起,升起,2,7,shēngqǐ
日出,日出,2,5,rìchū
夏至,夏至,2,6,xiàzhì
冬至,冬至,2,7,dōngzhì
春分,春分,2,7,chūnfēn
秋分,秋分,2,6,qiūfēn
給出,給出,2,6,gěichū
遠東,遠東,2,8,yuǎndōng
抱有,抱有,2,6,bàoyǒu
不朽,不朽,2,5,bùxiǔ
荷蘭人,荷蘭人,3,8,hélánrén
加強,加強,2,8,jiāqiáng
貝爾格萊德,貝爾格萊德,5,12,bèiěrgéláidé
大公牆,大公牆,3,11,dàgōngqiáng
十五,十五,2,5,shíwǔ
工程,工程,2,9,gōngchéng
印證,印證,2,8,yìnzhèng
佔有,佔有,2,7,zhànyǒu
庫頁島,庫頁島,3,7,kùyèdǎo
藉口,藉口,2,6,jièkǒu
引誘,引誘,2,6,yǐnyòu
比佛利,比佛利,3,6,bǐfúlì
山莊,山莊,2,10,shānzhuāng
酒店,酒店,2,7,jiǔdiàn
結,結,1,3,jié
婚,婚,1,3,hūn
哈布斯堡,哈布斯堡,4,9,hābùsībǎo
堪察加,堪察加,3,9,kānchájiā
神聖,神聖,2,9,shénshèng
近年,近年,2,7,jìnnián
除去,除去,2,5,chúqù
符拉迪沃斯托克,符拉迪沃斯托克,7,15,fúlādíwòsītuōkè
嚴厲,嚴厲,2,5,yánlì
查爾斯,查爾斯,3,7,cháěrsī
最小,最小,2,7,zuìxiǎo
傾斜角,傾斜角,3,11,qīngxiéjiǎo
測量,測量,2,7,cèliàng
長度,長度,2,7,zhǎngdù
佛羅倫薩,佛羅倫薩,4,10,fúluólúnsà
葛拉德,葛拉德,3,6,gélādé
相遇,相遇,2,7,xiāngyù
墜入,墜入,2,6,zhuìrù
愛河,愛河,2,4,àihé
惠勒斯蒂芬,惠勒斯蒂芬,5,13,huìlēisīdìfēn
基普林,基普林,3,7,jīpǔlín
身分,身分,2,7,shēnfèn
興致,興致,2,7,xìngzhì
勢不可擋,勢不可擋,4,11,shìbùkědǎng
拉合爾,拉合爾,3,6,lāhéěr
公報,公報,2,7,gōngbào
三十九,三十九,3,9,sānshíjiǔ
此刻,此刻,2,4,cǐkè
瓶,瓶,1,4,píng
著作,著作,2,6,zhùzuò
整合,整合,2,7,zhěnghé
過往,過往,2,7,guòwǎng
邁向,邁向,2,8,màixiàng
心理學,心理學,3,8,xīnlǐxué
更高,更高,2,7,gènggāo
常規,常規,2,8,chángguī
選用,選用,2,8,xuǎnyòng
上船,上船,2,10,shàngchuán
一同,一同,2,6,yītóng
事後,事後,2,6,shìhòu
新生,新生,2,8,xīnshēng
重要性,重要性,3,12,zhòngyàoxìng
尤卡坦,尤卡坦,3,8,yóukǎtǎn
後古典,後古典,3,9,hòugǔdiǎn
嘿,嘿,1,3,hēi
索尼,索尼,2,5,suǒní
備受,備受,2,7,bèishòu
巧合,巧合,2,6,qiǎohé
相似度,相似度,3,9,xiāngsìdù
幸運,幸運,2,7,xìngyùn
事物,事物,2,5,shìwù
是不是,是不是,3,8,shìbúshì
羅馬化,羅馬化,3,8,luómǎhuà
階段,階段,2,7,jiēduàn
卡瑞卡拉,卡瑞卡拉,4,9,kǎruìkǎlā
分區,分區,2,5,fēnqū
很短,很短,2,7,hěnduǎn
拉迪亞德吉,拉迪亞德吉,5,10,lādíyàdéjí
湖區,湖區,2,4,húqū
深深,深深,2,8,shēnshēn
打動,打動,2,6,dǎdòng
新生兒,新生兒,3,10,xīnshēngér
開辦,開辦,2,6,kāibàn
按照,按照,2,6,ànzhào
武術,武術,2,5,wǔshù
小心翼翼,小心翼翼,4,11,xiǎoxīnyìyì
契丹人,契丹人,3,8,qìdānrén
挑釁性,挑釁性,3,11,tiāoxìnxìng
談判,談判,2,6,tánpàn
操縱,操縱,2,7,cāozòng
稱職,稱職,2,8,chēngzhí
遼國,遼國,2,7,liáoguó
大群,大群,2,5,dàqún
讓步,讓步,2,6,ràngbù
藥學,藥學,2,6,yàoxué
薩萊諾,薩萊諾,3,8,sàláinuò
週二,週二,2,6,zhōuèr
提庇留,提庇留,3,7,tíbìliú
後悔,後悔,2,6,hòuhuǐ
奧古斯都,奧古斯都,4,9,àogǔsīdōu
述,述,1,3,shù
元老會,元老會,3,10,yuánlǎohuì
無需,無需,2,4,wúxū
單獨,單獨,2,5,dāndú
公安局,公安局,3,8,gōngānjú
含糊,含糊,2,5,hánhú
每位,每位,2,6,měiwèi
神祗,神祗,2,7,shénzhī
獨特,獨特,2,4,dútè
美譽,美譽,2,5,měiyù
朝廷,朝廷,2,8,cháotíng
使節,使節,2,6,shǐjié
沉積,沉積,2,6,chénjī
朱利安,朱利安,3,7,zhūlìān
組合,組合,2,4,zǔhé
據信,據信,2,5,jùxìn
潛力,潛力,2,6,qiánlì
避孕藥,避孕藥,3,8,bìyùnyào
官府,官府,2,6,guānfǔ
技巧,技巧,2,6,jìqiǎo
付出,付出,2,5,fùchū
派往,派往,2,7,pàiwǎng
淤泥,淤泥,2,4,yūní
汴河,汴河,2,6,biànhé
自稱,自稱,2,7,zìchēng
原創,原創,2,10,yuánchuàng
疏通,疏通,2,7,shūtōng
淤積物,淤積物,3,6,yūjīwù
極佳,極佳,2,5,jíjiā
機關,機關,2,6,jīguān
價值,價值,2,6,jiàzhí
獲,獲,1,3,huò
派遣,派遣,2,7,pàiqiǎn
契丹,契丹,2,5,qìdān
遼朝,遼朝,2,8,liáocháo
所需,所需,2,5,suǒxū
儀式,儀式,2,5,yíshì
春節,春節,2,7,chūnjié
祭品,祭品,2,5,jìpǐn
聖殿,聖殿,2,9,shèngdiàn
碑文,碑文,2,6,bēiwén
阿馬爾奈,阿馬爾奈,4,8,āmǎěrnài
文書,文書,2,6,wénshū
基色城,基色城,3,9,jīsèchéng
口角,口角,2,6,kǒujué
信件,信件,2,7,xìnjiàn
美聯社,美聯社,3,10,měiliánshè
國籍,國籍,2,5,guójí
